"","parameter","m1_cancer_beta","m1_noncancer_beta","m2_cancer_beta","m2_noncancer_beta","m1_cancer_mean","m1_noncancer_mean","m2_cancer_mean","m2_noncancer_mean","power","ln_1","ln_2","m1_surv","m2_surv","m1_surv","m2_surv","parameter","m1_cancer_beta","m1_noncancer_beta","m2_cancer_beta","m2_noncancer_beta","m1_cancer_mean","m1_noncancer_mean","m2_cancer_mean","m2_noncancer_mean","power","ln_1","ln_2","m1_surv","m2_surv","m1_surv","m2_surv"
"1446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27519,0.81911,0.17992,0.86414
"1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27493,0.81911,0.17972,0.86395
"1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27467,0.81911,0.17951,0.86395
"1449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27441,0.81825,0.17931,0.86395
"1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27415,0.81825,0.17911,0.86395
"1451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27389,0.81825,0.17891,0.86395
"1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27363,0.81825,0.1787,0.86395
"1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27337,0.81825,0.1785,0.86395
"1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27312,0.81739,0.1783,0.86395
"1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27286,0.81739,0.1781,0.86395
"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2726,0.81739,0.1779,0.86395
"1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27234,0.81739,0.1777,0.86395
"1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27209,0.81739,0.1775,0.86395
"1459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27183,0.81739,0.17729,0.86395
"1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27157,0.81739,0.17709,0.86395
"1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27132,0.81739,0.17689,0.86376
"1462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27106,0.81739,0.17669,0.86376
"1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2708,0.81739,0.1765,0.86376
"1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27055,0.81739,0.1763,0.86376
"1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27029,0.81739,0.1761,0.86376
"1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27004,0.81739,0.1759,0.86376
"1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26978,0.81739,0.1757,0.86376
"1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26953,0.81739,0.1755,0.86376
"1469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26927,0.81739,0.1753,0.86376
"1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26902,0.81739,0.1751,0.86338
"1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26877,0.81739,0.17491,0.86338
"1472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26851,0.81739,0.17471,0.86299
"1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26826,0.81739,0.17451,0.86299
"1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26801,0.81739,0.17431,0.86299
"1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26775,0.81739,0.17412,0.86299
"1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2675,0.81739,0.17392,0.8628
"1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26725,0.81739,0.17372,0.8628
"1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267,0.81739,0.17353,0.86261
"1479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26674,0.81739,0.17333,0.86261
"1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26649,0.81739,0.17314,0.86261
"1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26624,0.81739,0.17294,0.86261
"1482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26599,0.81739,0.17275,0.86261
"1483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26574,0.81739,0.17255,0.86261
"1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26549,0.81739,0.17236,0.86261
"1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26524,0.81739,0.17216,0.86261
"1486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26499,0.81739,0.17197,0.86261
"1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26474,0.81739,0.17177,0.86261
"1488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26449,0.81739,0.17158,0.86261
"1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26424,0.81739,0.17139,0.86261
"1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26399,0.81739,0.17119,0.86241
"1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26374,0.81739,0.171,0.86222
"1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26349,0.81739,0.17081,0.86222
"1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26324,0.81739,0.17061,0.86222
"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26299,0.81739,0.17042,0.86222
"1495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26274,0.8165,0.17023,0.86222
"1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2625,0.8165,0.17003,0.86202
"1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26225,0.8165,0.16984,0.86183
"1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262,0.8165,0.16965,0.86163
"1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26175,0.8156,0.16946,0.86163
"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26151,0.8156,0.16927,0.86163
"1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26126,0.8156,0.16908,0.86163
"1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26101,0.8147,0.16889,0.86163
"1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26077,0.8147,0.1687,0.86144
"1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26052,0.8147,0.1685,0.86144
"1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26027,0.8147,0.16831,0.86144
"1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26003,0.8138,0.16812,0.86144
"1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25978,0.8138,0.16793,0.86144
"1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25954,0.8138,0.16774,0.86144
"1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25929,0.8138,0.16756,0.86124
"1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25905,0.8138,0.16737,0.86124
"1511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2588,0.8138,0.16718,0.86124
"1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25856,0.8138,0.16699,0.86124
"1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25832,0.8138,0.1668,0.86124
"1514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25807,0.8138,0.16661,0.86124
"1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25783,0.8138,0.16642,0.86124
"1516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25759,0.8138,0.16624,0.86124
"1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25734,0.8138,0.16605,0.86124
"1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2571,0.8138,0.16586,0.86105
"1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25686,0.8138,0.16567,0.86105
"1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25661,0.8138,0.16549,0.86105
"1521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25637,0.8138,0.1653,0.86105
"1522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25613,0.8138,0.16511,0.86085
"1523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25589,0.8138,0.16493,0.86085
"1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25565,0.8138,0.16474,0.86085
"1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25541,0.8138,0.16455,0.86085
"1526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25516,0.8138,0.16437,0.86085
"1527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25492,0.8138,0.16418,0.86085
"1528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25468,0.8138,0.164,0.86085
"1529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25444,0.8138,0.16381,0.86085
"1530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2542,0.8138,0.16363,0.86065
"1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25396,0.8138,0.16344,0.86065
"1532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25372,0.8138,0.16326,0.86065
"1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25348,0.8138,0.16307,0.86026
"1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25324,0.8138,0.16289,0.86026
"1535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25301,0.81289,0.16271,0.86026
"1536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25277,0.81289,0.16252,0.86026
"1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25253,0.81289,0.16234,0.86026
"1538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25229,0.81289,0.16216,0.86006
"1539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25205,0.81289,0.16197,0.86006
"1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25181,0.81289,0.16179,0.86006
"1541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25158,0.81289,0.16161,0.86006
"1542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25134,0.81289,0.16142,0.85986
"1543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2511,0.81289,0.16124,0.85966
"1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25086,0.81289,0.16106,0.85966
"1545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25063,0.81289,0.16088,0.85966
"1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25039,0.81289,0.1607,0.85966
"1547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25015,0.81289,0.16051,0.85966
"1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24992,0.81289,0.16033,0.85966
"1549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24968,0.81289,0.16015,0.85947
"1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24945,0.81289,0.15997,0.85947
"1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24921,0.81289,0.15979,0.85947
"1552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24898,0.81289,0.15961,0.85947
"1553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24874,0.81289,0.15943,0.85947
"1554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24851,0.81289,0.15925,0.85947
"1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24827,0.81289,0.15907,0.85927
"1556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24804,0.81289,0.15889,0.85927
"1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2478,0.81289,0.15871,0.85927
"1558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24757,0.81289,0.15853,0.85927
"1559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24734,0.81289,0.15835,0.85927
"1560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2471,0.81289,0.15818,0.85927
"1561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24687,0.81289,0.158,0.85927
"1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24664,0.81289,0.15782,0.85927
"1563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54504,0.85248,0.19434,0.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2464,0.81289,0.15764,0.85927
